时隙,任务类型,请求序列,请求到达量,空闲算力资源,等待服务队列,即时需求缺口,缓存调整量,资源缓存量,综合评价值,请求保障率,资源冗余率,下一时隙空闲算力资源,下一时隙等待服务队列,决策来源,相似案例编号
79,快速问答服务,地震救援序列001,0.0,9.0,0.0,0.0,-0.6444568634033203,0.0,-0.09,1.0,1.0,9.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t118,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
80,快速问答服务,地震救援序列001,0.0,9.0,0.0,0.0,-0.6444568634033203,0.0,-0.09,1.0,1.0,9.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t118,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
81,快速问答服务,地震救援序列001,0.0,9.0,0.0,0.0,-0.6444568634033203,0.0,-0.09,1.0,1.0,9.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t118,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
82,快速问答服务,地震救援序列001,0.0,9.0,0.0,0.0,-0.6444568634033203,0.0,-0.09,1.0,1.0,9.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t118,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
83,快速问答服务,地震救援序列001,0.0,9.0,0.0,0.0,-0.6444568634033203,0.0,-0.09,1.0,1.0,9.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t118,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
84,快速问答服务,地震救援序列001,0.0,9.0,0.0,0.0,-0.6444568634033203,0.0,-0.09,1.0,1.0,9.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t118,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
85,快速问答服务,地震救援序列001,0.0,9.0,0.0,0.0,-0.6444568634033203,0.0,-0.09,1.0,1.0,9.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t118,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
86,快速问答服务,地震救援序列001,0.0,9.0,0.0,0.0,-0.6444568634033203,0.0,-0.09,1.0,1.0,9.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t118,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
87,快速问答服务,地震救援序列001,0.0,9.0,0.0,0.0,-0.6444568634033203,0.0,-0.09,1.0,1.0,9.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t118,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
88,快速问答服务,地震救援序列001,0.0,9.0,0.0,0.0,-0.6444568634033203,0.0,-0.09,1.0,1.0,9.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t118,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
89,快速问答服务,地震救援序列001,0.0,9.0,0.0,0.0,-0.6444568634033203,0.0,-0.09,1.0,1.0,9.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t118,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
90,快速问答服务,地震救援序列001,0.0,9.0,0.0,0.0,-0.6444568634033203,0.0,-0.09,1.0,1.0,9.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t118,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
91,快速问答服务,地震救援序列001,0.0,9.0,0.0,0.0,-0.6444568634033203,0.0,-0.09,1.0,1.0,9.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t118,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
92,快速问答服务,地震救援序列001,0.0,9.0,0.0,0.0,-0.6444568634033203,0.0,-0.09,1.0,1.0,9.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t118,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
93,快速问答服务,地震救援序列001,0.0,9.0,0.0,0.0,-0.6444568634033203,0.0,-0.09,1.0,1.0,9.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t118,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
94,快速问答服务,地震救援序列001,0.0,9.0,0.0,0.0,-0.6444568634033203,0.0,-0.09,1.0,1.0,9.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t118,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
95,快速问答服务,地震救援序列001,0.0,9.0,0.0,0.0,-0.6444568634033203,0.0,-0.09,1.0,1.0,9.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t118,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
96,快速问答服务,地震救援序列001,0.0,9.0,0.0,0.0,-0.6444568634033203,0.0,-0.09,1.0,1.0,9.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t118,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
97,快速问答服务,地震救援序列001,0.0,9.0,0.0,0.0,-0.6444568634033203,0.0,-0.09,1.0,1.0,9.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t118,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
98,快速问答服务,地震救援序列001,0.0,9.0,0.0,0.0,-0.6444568634033203,0.0,-0.09,1.0,1.0,9.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t118,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
99,快速问答服务,地震救援序列001,0.0,9.0,0.0,0.0,-0.6444568634033203,0.0,-0.09,1.0,1.0,9.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t118,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
100,快速问答服务,地震救援序列001,0.0,9.0,0.0,0.0,-0.6444568634033203,0.0,-0.09,1.0,1.0,9.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t118,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
101,快速问答服务,地震救援序列001,0.0,9.0,0.0,0.0,-0.6444568634033203,0.0,-0.09,1.0,1.0,9.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t118,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
102,快速问答服务,地震救援序列001,0.0,9.0,0.0,0.0,-0.6444568634033203,0.0,-0.09,1.0,1.0,9.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t118,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
103,快速问答服务,地震救援序列001,0.0,9.0,0.0,0.0,-0.6444568634033203,0.0,-0.09,1.0,1.0,9.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t118,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
104,快速问答服务,地震救援序列001,0.0,9.0,0.0,0.0,-0.6444568634033203,0.0,-0.09,1.0,1.0,9.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t118,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
105,快速问答服务,地震救援序列001,0.0,9.0,0.0,0.0,-0.6444568634033203,0.0,-0.09,1.0,1.0,9.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t118,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
106,快速问答服务,地震救援序列001,0.0,9.0,0.0,0.0,-0.6444568634033203,0.0,-0.09,1.0,1.0,9.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t118,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
107,快速问答服务,地震救援序列001,0.0,9.0,0.0,0.0,-0.6444568634033203,0.0,-0.09,1.0,1.0,9.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t118,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
108,快速问答服务,地震救援序列001,0.0,9.0,0.0,0.0,-0.6444568634033203,0.0,-0.09,1.0,1.0,9.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t118,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
109,快速问答服务,地震救援序列001,0.0,9.0,0.0,0.0,-0.6444568634033203,0.0,-0.09,1.0,1.0,9.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t118,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
110,快速问答服务,地震救援序列001,0.0,9.0,0.0,0.0,-0.6444568634033203,0.0,-0.09,1.0,1.0,9.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t118,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
111,快速问答服务,地震救援序列001,0.0,9.0,0.0,0.0,-0.6444568634033203,0.0,-0.09,1.0,1.0,9.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t118,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
112,快速问答服务,地震救援序列001,0.0,9.0,0.0,0.0,-0.6444568634033203,0.0,-0.09,1.0,1.0,9.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t118,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
113,快速问答服务,地震救援序列001,0.0,9.0,0.0,0.0,-0.6444568634033203,0.0,-0.09,1.0,1.0,9.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t118,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
114,快速问答服务,地震救援序列001,0.0,9.0,0.0,0.0,-0.6444568634033203,0.0,-0.09,1.0,1.0,9.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t118,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
115,快速问答服务,地震救援序列001,0.0,9.0,0.0,0.0,-0.6444568634033203,0.0,-0.09,1.0,1.0,9.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t118,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
116,快速问答服务,地震救援序列001,0.0,9.0,0.0,0.0,-0.6444568634033203,0.0,-0.09,1.0,1.0,9.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t118,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
117,快速问答服务,地震救援序列001,0.0,9.0,0.0,0.0,-0.6444568634033203,0.0,-0.09,1.0,1.0,9.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t118,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
118,快速问答服务,地震救援序列001,0.0,9.0,0.0,0.0,-0.6444568634033203,0.0,-0.09,1.0,1.0,9.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t118,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
119,快速问答服务,地震救援序列001,0.0,9.0,0.0,0.0,-0.6444568634033203,0.0,-0.09,1.0,1.0,9.0,0.0,相似案例缓存预测回退,"valid_0_0_结构化报告生成_山火监测序列003_t30,valid_12_0_灾害图像深度分析_台风灾情序列004_t118,valid_0_0_快速问答服务_地震救援序列001_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21,valid_13_0_危险源态势研判_危化事故序列005_t106"
0,灾害图像深度分析,台风灾情序列004,1.0,10.0,0.0,0.0,-0.44512873888015747,0.0,-0.09,1.0,0.9,9.0,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t198,train_12_0_灾害图像深度分析_台风灾情序列004_t5,valid_13_0_危险源态势研判_危化事故序列005_t53,valid_0_0_结构化报告生成_山火监测序列003_t30,train_13_0_危险源态势研判_危化事故序列005_t16"
1,灾害图像深度分析,台风灾情序列004,1.0,9.0,0.0,0.0,-0.4945337474346161,0.0,-0.08,1.0,0.8888888888888888,8.0,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t83,valid_0_0_结构化报告生成_山火监测序列003_t6,valid_13_0_危险源态势研判_危化事故序列005_t49,train_13_0_危险源态势研判_危化事故序列005_t16,train_12_0_灾害图像深度分析_台风灾情序列004_t7"
2,灾害图像深度分析,台风灾情序列004,2.0,8.0,0.0,0.0,-0.4938393235206604,0.0,-0.06,1.0,0.75,6.0,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t31,valid_0_0_结构化报告生成_山火监测序列003_t5,valid_13_0_危险源态势研判_危化事故序列005_t53,train_13_0_危险源态势研判_危化事故序列005_t10,train_12_0_灾害图像深度分析_台风灾情序列004_t7"
3,灾害图像深度分析,台风灾情序列004,0.0,6.0,0.0,0.0,-0.48787394165992737,0.0,-0.06,1.0,1.0,6.0,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t85,valid_13_0_危险源态势研判_危化事故序列005_t53,valid_0_0_结构化报告生成_山火监测序列003_t5,train_13_0_危险源态势研判_危化事故序列005_t33,valid_0_0_受灾目标识别_洪涝巡检序列002_t178"
4,灾害图像深度分析,台风灾情序列004,0.0,6.0,0.0,0.0,-0.32528868317604065,0.0,-0.06,1.0,1.0,6.0,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t86,valid_0_0_结构化报告生成_山火监测序列003_t5,valid_13_0_危险源态势研判_危化事故序列005_t52,valid_0_0_受灾目标识别_洪涝巡检序列002_t12,train_12_0_灾害图像深度分析_台风灾情序列004_t7"
5,灾害图像深度分析,台风灾情序列004,0.0,6.0,0.0,0.0,-0.39930030703544617,0.0,-0.06,1.0,1.0,6.0,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t80,valid_0_0_结构化报告生成_山火监测序列003_t6,valid_13_0_危险源态势研判_危化事故序列005_t52,train_12_0_灾害图像深度分析_台风灾情序列004_t7,valid_0_0_受灾目标识别_洪涝巡检序列002_t13"
6,灾害图像深度分析,台风灾情序列004,0.0,6.0,0.0,0.0,-0.3328382968902588,0.0,-0.06,1.0,1.0,6.0,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t80,valid_0_0_结构化报告生成_山火监测序列003_t6,valid_13_0_危险源态势研判_危化事故序列005_t134,train_12_0_灾害图像深度分析_台风灾情序列004_t7,valid_0_0_受灾目标识别_洪涝巡检序列002_t13"
7,灾害图像深度分析,台风灾情序列004,0.0,6.0,0.0,0.0,-0.26008421182632446,0.0,-0.06,1.0,1.0,6.0,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t81,valid_0_0_结构化报告生成_山火监测序列003_t7,valid_13_0_危险源态势研判_危化事故序列005_t134,train_12_0_灾害图像深度分析_台风灾情序列004_t7,valid_0_0_受灾目标识别_洪涝巡检序列002_t14"
8,灾害图像深度分析,台风灾情序列004,0.0,6.0,0.0,0.0,-0.5056674480438232,0.0,-0.06,1.0,1.0,6.0,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t110,valid_0_0_结构化报告生成_山火监测序列003_t30,valid_0_0_快速问答服务_地震救援序列001_t8,train_12_0_灾害图像深度分析_台风灾情序列004_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21"
9,灾害图像深度分析,台风灾情序列004,0.0,6.0,0.0,0.0,-0.5056674480438232,0.0,-0.06,1.0,1.0,6.0,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t110,valid_0_0_结构化报告生成_山火监测序列003_t30,valid_0_0_快速问答服务_地震救援序列001_t8,train_12_0_灾害图像深度分析_台风灾情序列004_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21"
10,灾害图像深度分析,台风灾情序列004,0.0,6.0,0.0,0.0,-0.5056674480438232,0.0,-0.06,1.0,1.0,6.0,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t110,valid_0_0_结构化报告生成_山火监测序列003_t30,valid_0_0_快速问答服务_地震救援序列001_t8,train_12_0_灾害图像深度分析_台风灾情序列004_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21"
11,灾害图像深度分析,台风灾情序列004,0.0,6.0,0.0,0.0,-0.5056674480438232,0.0,-0.06,1.0,1.0,6.0,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t110,valid_0_0_结构化报告生成_山火监测序列003_t30,valid_0_0_快速问答服务_地震救援序列001_t8,train_12_0_灾害图像深度分析_台风灾情序列004_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21"
12,灾害图像深度分析,台风灾情序列004,1.0,6.0,0.0,0.0,-0.4011073112487793,0.0,-0.05,1.0,0.8333333333333334,5.0,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t100,valid_0_0_结构化报告生成_山火监测序列003_t30,valid_0_0_快速问答服务_地震救援序列001_t8,train_12_0_灾害图像深度分析_台风灾情序列004_t8,valid_0_0_受灾目标识别_洪涝巡检序列002_t21"
13,灾害图像深度分析,台风灾情序列004,0.0,5.0,0.0,0.0,-0.6173734664916992,0.0,-0.05,1.0,1.0,5.0,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t74,valid_0_0_结构化报告生成_山火监测序列003_t32,valid_0_0_快速问答服务_地震救援序列001_t8,valid_13_0_危险源态势研判_危化事故序列005_t84,train_12_0_灾害图像深度分析_台风灾情序列004_t7"
14,灾害图像深度分析,台风灾情序列004,0.0,5.0,0.0,0.0,-0.4215848445892334,0.0,-0.05,1.0,1.0,5.0,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t107,valid_0_0_结构化报告生成_山火监测序列003_t8,valid_0_0_快速问答服务_地震救援序列001_t8,train_12_0_灾害图像深度分析_台风灾情序列004_t7,valid_13_0_危险源态势研判_危化事故序列005_t81"
15,灾害图像深度分析,台风灾情序列004,0.0,5.0,0.0,0.0,-0.42161428928375244,0.0,-0.05,1.0,1.0,5.0,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t107,valid_0_0_结构化报告生成_山火监测序列003_t8,valid_0_0_快速问答服务_地震救援序列001_t8,train_12_0_灾害图像深度分析_台风灾情序列004_t7,valid_13_0_危险源态势研判_危化事故序列005_t81"
16,灾害图像深度分析,台风灾情序列004,1.0,5.0,0.0,0.0,-0.37637239694595337,0.0,-0.04,1.0,0.8,4.0,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t82,valid_0_0_结构化报告生成_山火监测序列003_t8,valid_0_0_快速问答服务_地震救援序列001_t8,train_12_0_灾害图像深度分析_台风灾情序列004_t7,valid_13_0_危险源态势研判_危化事故序列005_t135"
17,灾害图像深度分析,台风灾情序列004,0.0,4.0,0.0,0.0,-0.5273656845092773,0.0,-0.04,1.0,1.0,4.0,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t83,valid_0_0_结构化报告生成_山火监测序列003_t7,train_12_0_灾害图像深度分析_台风灾情序列004_t7,valid_0_0_快速问答服务_地震救援序列001_t8,valid_13_0_危险源态势研判_危化事故序列005_t132"
18,灾害图像深度分析,台风灾情序列004,0.0,4.0,0.0,0.0,-0.42166247963905334,0.0,-0.04,1.0,1.0,4.0,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t107,valid_0_0_结构化报告生成_山火监测序列003_t8,valid_0_0_快速问答服务_地震救援序列001_t8,train_12_0_灾害图像深度分析_台风灾情序列004_t7,valid_13_0_危险源态势研判_危化事故序列005_t81"
19,灾害图像深度分析,台风灾情序列004,1.0,4.0,0.0,0.0,-0.4644528031349182,0.0,-0.03,1.0,0.75,3.0,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t82,valid_0_0_结构化报告生成_山火监测序列003_t8,valid_0_0_快速问答服务_地震救援序列001_t8,train_12_0_灾害图像深度分析_台风灾情序列004_t7,valid_13_0_危险源态势研判_危化事故序列005_t53"
20,灾害图像深度分析,台风灾情序列004,0.0,3.0,0.0,0.0,-0.28551211953163147,0.0,-0.03,1.0,1.0,3.0,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t82,valid_0_0_结构化报告生成_山火监测序列003_t33,train_12_0_灾害图像深度分析_台风灾情序列004_t7,valid_13_0_危险源态势研判_危化事故序列005_t135,valid_0_0_快速问答服务_地震救援序列001_t8"
21,灾害图像深度分析,台风灾情序列004,0.0,3.0,0.0,0.0,-0.3236977756023407,0.0,-0.03,1.0,1.0,3.0,0.0,相似案例缓存预测回退,"valid_12_0_灾害图像深度分析_台风灾情序列004_t106,valid_0_0_结构化报告生成_山火监测序列003_t7,train_12_0_灾害图像深度分析_台风灾情序列004_t7,valid_13_0_危险源态势研判_危化事故序列005_t134,valid_0_0_受灾目标识别_洪涝巡检序列002_t13"
